Catcher,Pitcher,Hitter,Pitch,Swing,Strike,Balls,Strikes,Outs,1B,2B,3B
jai,darius,b. burton,0,0,0,0,0,1,0,0,0
jai,darius,b. burton,1,0,0,1,0,1,0,0,0
jai,darius,b. burton,0,0,0,2,0,1,0,0,0
jai,darius,b. burton,0,0,0,3,0,1,0,0,0
jai,darius,dame,1,0,0,0,0,1,1,0,0
jai,darius,dame,1,1,0,1,0,1,0,0,0
jai,darius,dame,0,1,1,1,1,1,0,0,0
jai,darius,dame,1,1,1,1,2,1,0,0,0
jai,darius,parker,0,0,0,0,0,2,0,0,0
jai,darius,parker,1,1,1,1,0,2,0,0,0
jai,darius,t. burton,0,0,1,0,0,2,0,1,0
jai,darius,t. burton,0,0,0,0,1,2,0,1,0
jai,darius,t. burton,0,1,1,1,1,2,0,0,1
jai,darius,t. burton,0,0,0,1,2,2,0,0,0
jai,darius,t. burton,0,0,0,2,2,2,0,0,0
jai,darius,t. burton,1,1,1,3,2,2,0,0,0
jai,darius,t. burton,0,1,1,3,2,2,0,0,0
dame,kozak,jax,1,0,0,0,0,0,0,0,0
dame,kozak,jax,0,1,1,1,0,0,0,0,0
dame,kozak,cox,1,1,0,0,0,1,0,0,0
dame,kozak,cox,1,1,0,0,1,1,0,0,0
dame,kozak,cox,0,0,0,0,2,1,0,0,0
dame,kozak,cox,1,0,0,1,2,1,0,0,0
dame,kozak,cox,0,1,1,2,2,1,0,0,0
dame,kozak,jack m,1,0,0,0,0,2,0,0,0
dame,kozak,jack m,0,1,1,1,0,2,0,0,0
dame,kozak,jack m,1,1,0,1,1,2,0,0,0
dame,kozak,jack m,0,0,0,1,2,2,0,0,0
dame,kozak,jack m,1,1,1,2,2,2,0,0,0
jai,patrick,simon,0,1,0,0,0,0,0,0,0
jai,patrick,simon,0,1,1,0,1,0,0,0,0
jai,patrick,simon,0,0,0,0,2,0,0,0,0
jai,patrick,simon,0,0,0,1,2,0,0,0,0
jai,patrick,simon,1,0,0,2,2,0,0,0,0
jai,patrick,simon,0,0,0,3,2,0,0,0,0
jai,patrick,jax,1,0,0,0,0,0,1,0,0
jai,patrick,jax,0,1,1,1,0,0,0,0,0
jai,patrick,cox,0,0,0,0,0,2,0,0,0
jai,patrick,cox,1,0,0,1,0,2,0,0,0
jai,patrick,cox,0,1,1,2,0,2,0,0,0
jai,patrick,cox,0,0,0,2,1,2,0,0,0
jai,patrick,cox,0,1,1,3,1,2,0,0,0
jai,patrick,cox,0,0,1,3,2,2,0,0,0
dame,kozak,jack m,1,0,0,0,0,0,0,0,0
dame,kozak,jack m,1,0,1,1,0,0,0,0,0
dame,kozak,jack m,0,1,0,1,1,0,0,0,0
dame,kozak,jack m,1,0,1,1,2,0,0,0,0
dame,kozak,simon,1,0,0,0,0,1,0,0,0
dame,kozak,simon,0,1,0,1,0,1,0,0,0
dame,kozak,simon,1,0,0,1,1,1,0,0,0
dame,kozak,simon,0,1,1,2,1,1,0,0,0
dame,kozak,simon,0,1,1,2,2,1,0,0,0
dame,kozak,jai,1,1,1,0,0,2,0,0,0
dame,kozak,jai,1,0,0,0,1,2,0,0,0
dame,kozak,jai,0,1,1,1,1,2,0,0,0
dame,kozak,jai,1,0,0,1,2,2,0,0,0
dame,kozak,jai,0,1,1,2,2,2,0,0,0
dame,kozak,jax,0,0,0,0,0,2,1,0,0
dame,kozak,jax,0,1,1,1,0,2,0,0,0
dame,kozak,jax,1,0,1,1,1,2,0,0,0
dame,kozak,jax,0,0,0,1,2,2,0,0,0
dame,kozak,jax,1,1,0,2,2,2,0,0,0
jai,patrick,cox,0,1,1,0,0,0,0,0,0
jai,patrick,dame,1,0,0,0,0,1,0,0,0
jai,patrick,dame,0,1,1,1,0,1,0,0,0
jai,patrick,jack m,0,0,0,0,0,2,0,0,0
jai,patrick,jack m,0,0,0,1,0,2,0,0,0
jai,patrick,jack m,0,0,0,2,0,2,0,0,0
jai,patrick,jack m,0,0,0,3,0,2,0,0,0
jai,patrick,jack m,0,1,1,3,1,2,0,0,0
jai,patrick,jack m,0,1,0,3,2,2,0,0,0
dame,kozak,simon,0,1,1,0,0,0,0,0,0
dame,kozak,simon,1,0,0,0,1,0,0,0,0
dame,kozak,simon,0,0,0,1,1,0,0,0,0
dame,kozak,simon,0,1,1,2,1,0,0,0,0
dame,kozak,simon,0,1,1,2,2,0,0,0,0
dame,kozak,jai,0,1,1,0,0,1,0,0,0
dame,kozak,jax,1,1,1,0,0,2,0,0,0
dame,kozak,jax,0,1,1,0,1,2,0,0,0
dame,kozak,jax,1,0,0,0,2,2,0,0,0
dame,kozak,jax,0,0,0,1,2,2,0,0,0
dame,kozak,jax,1,0,0,2,2,2,0,0,0
dame,kozak,jax,0,0,0,3,2,2,0,0,0
dame,kozak,cox,0,0,0,0,0,2,1,0,0
dame,kozak,cox,0,0,0,1,0,2,0,1,0
dame,kozak,cox,1,1,0,2,0,2,0,0,0
dame,kozak,cox,0,1,0,2,1,2,0,0,0
dame,kozak,cox,0,1,0,2,2,2,0,0,0
jai,patrick,dame,0,0,0,0,0,0,0,0,0
jai,patrick,dame,1,0,0,1,0,0,0,0,0
jai,patrick,dame,0,1,0,2,0,0,0,0,0
jai,patrick,dame,0,0,0,2,1,0,0,0,0
jai,patrick,dame,0,0,1,3,1,0,0,0,0
jai,patrick,dame,1,0,0,3,2,0,0,0,0
jai,patrick,jack m,0,0,0,0,0,0,1,0,0
jai,patrick,jack m,0,0,0,1,0,0,0,0,0
jai,patrick,jack m,0,0,0,1,1,0,0,0,0
jai,patrick,jack m,0,0,0,2,1,0,0,1,0
jai,patrick,jack m,0,1,1,3,1,0,0,0,0
jai,patrick,simon,0,0,0,0,0,1,0,0,0
jai,patrick,simon,0,0,0,1,0,1,0,0,0
jai,patrick,simon,0,0,0,2,0,1,0,0,0
jai,patrick,simon,0,1,1,2,1,1,0,0,0
jai,patrick,simon,0,1,1,2,2,1,0,0,0
jai,patrick,simon,0,1,1,2,2,1,0,0,0
jai,patrick,jax,0,0,0,0,0,2,0,0,0
jai,patrick,jax,0,1,1,1,0,2,0,0,0
jai,patrick,jax,0,1,1,1,1,2,0,0,0
jai,patrick,jax,1,1,1,1,2,2,0,0,0
simon,fast,cox,0,0,0,0,0,0,0,0,0
simon,fast,cox,0,1,1,1,0,0,0,0,0
simon,fast,dame,1,1,0,0,0,1,0,0,0
simon,fast,dame,0,0,0,0,1,1,0,0,0
simon,fast,dame,0,1,1,1,1,1,0,0,0
simon,fast,jack m,0,1,0,0,0,2,0,0,0
simon,fast,jack m,0,1,1,0,1,2,0,0,0
simon,fast,jack m,1,0,0,0,2,2,0,0,0
simon,fast,jack m,0,1,1,1,2,2,0,0,0
simon,fast,jack m,1,0,0,1,2,2,0,0,0
simon,fast,jack m,1,0,0,2,2,2,0,0,0
simon,fast,jack m,0,1,1,3,2,2,0,0,0
jai,patrick,simon,0,0,0,0,0,0,0,0,0
jai,patrick,simon,0,1,1,0,1,0,0,0,0
jai,patrick,simon,0,1,1,0,2,0,0,0,0
jai,patrick,jax,0,0,0,0,0,1,0,0,0
jai,patrick,jax,0,0,0,1,0,1,0,0,0
jai,patrick,jax,0,0,0,2,0,1,0,0,0
jai,patrick,jax,0,1,1,3,0,1,0,0,0
jai,patrick,jax,0,0,1,3,1,1,0,0,0
jai,patrick,jax,0,0,1,3,2,1,0,0,0
jai,patrick,jax,0,1,1,3,2,1,0,0,0
jai,patrick,jax,0,0,0,3,2,1,0,0,0
jai,patrick,cox,0,0,0,0,0,1,1,0,0
jai,patrick,cox,0,1,1,1,0,1,0,0,0
jai,patrick,cox,0,0,0,1,1,1,0,0,0
jai,patrick,cox,0,0,0,2,1,1,0,0,0
jai,patrick,cox,0,1,0,3,1,1,0,0,0
jai,patrick,cox,0,0,0,3,2,1,0,0,0
simon,fast,dame,1,1,0,0,0,0,0,0,0
simon,fast,dame,0,0,0,0,1,0,0,0,0
simon,fast,dame,1,0,0,1,1,0,0,0,0
simon,fast,dame,0,0,0,2,1,0,0,0,0
simon,fast,dame,0,0,0,3,1,0,0,0,0
simon,fast,jack m,0,0,0,0,0,0,1,0,0
simon,fast,jack m,1,0,0,1,0,0,0,0,0
simon,fast,jack m,0,0,0,2,0,0,0,0,0
simon,fast,jack m,0,1,1,3,0,0,0,0,0
simon,fast,jack m,1,0,1,3,1,0,0,0,0
simon,fast,jack m,1,0,0,3,2,0,0,0,0
simon,fast,jai,0,0,1,0,0,0,1,1,0
simon,fast,jai,1,0,0,0,1,0,0,0,0
simon,fast,jai,0,1,1,1,1,0,0,1,1
simon,fast,jax,0,1,1,0,0,1,0,0,0
simon,fast,cox,0,1,1,0,0,2,0,0,0
simon,fast,dame,0,1,0,0,0,2,1,0,0
simon,fast,dame,0,1,1,0,1,2,0,0,0
parker,dean,rak,0,1,0,0,0,0,0,0,0
parker,dean,rak,1,1,0,0,1,0,0,0,0
parker,dean,rak,1,1,0,0,2,0,0,0,0
parker,dean,dom,1,0,0,0,0,1,0,0,0
parker,dean,plant,0,0,0,0,0,1,1,0,0
parker,dean,plant,0,1,0,1,0,1,0,0,0
parker,dean,plant,0,1,1,1,1,1,0,0,0
parker,dean,plant,1,0,1,1,2,1,0,0,0
parker,dean,aryo,0,0,0,0,0,2,1,0,0
parker,dean,aryo,0,1,1,1,0,2,0,0,0
parker,dean,bowles,1,0,0,0,0,2,1,1,0
parker,dean,bowles,0,1,1,1,0,2,0,0,0
parker,dean,bowles,0,0,0,1,1,2,0,0,0
parker,dean,bowles,1,0,0,2,1,2,0,0,0
parker,dean,bowles,0,1,1,3,1,2,0,0,0
parker,dean,bowles,1,0,0,2,2,2,0,0,0
parker,dean,simms,0,0,0,0,0,2,1,1,1
parker,dean,simms,0,0,0,1,0,2,0,0,0
parker,dean,simms,0,1,0,2,0,2,0,0,0
parker,dean,simms,0,0,0,2,1,2,0,0,0
parker,dean,simms,0,0,0,3,1,2,0,0,0
parker,dean,rak,0,1,1,0,0,2,1,1,1
simms,jakin,dom,0,0,0,0,0,0,0,0,0
simms,jakin,dom,0,0,0,1,0,0,0,0,0
simms,jakin,dom,0,0,0,2,0,0,0,0,0
simms,jakin,dom,0,1,0,3,0,0,0,0,0
simms,jakin,dom,1,0,0,3,1,0,0,0,0
simms,jakin,parker,1,1,0,0,0,0,1,0,0
simms,jakin,parker,0,0,0,0,1,0,0,0,0
simms,jakin,parker,0,1,1,1,1,0,0,1,0
simms,jakin,parker,1,1,1,1,2,0,0,0,0
simms,jakin,plant,0,0,0,0,0,1,0,0,0
simms,jakin,plant,1,1,1,0,0,1,0,0,1
simms,jakin,aryo,0,0,0,0,0,1,1,0,0
simms,jakin,aryo,0,1,1,1,0,1,0,0,0
simms,jakin,aryo,1,0,0,1,1,1,0,0,0
simms,jakin,aryo,0,0,0,2,1,1,0,0,0
simms,jakin,aryo,0,1,1,2,2,1,0,0,0
simms,jakin,aryo,1,0,0,3,2,1,0,0,0
simms,jakin,aryo,0,1,1,3,2,1,0,0,0
simms,jakin,bowles,0,1,1,0,0,2,0,1,0
simms,jakin,bowles,0,0,0,0,1,2,0,0,0
simms,jakin,bowles,1,0,0,1,1,2,0,0,0
simms,jakin,bowles,0,1,1,2,1,2,0,0,0
parker,dean,simms,0,0,0,0,0,0,0,0,0
parker,dean,simms,1,0,0,1,0,0,0,0,0
parker,dean,simms,0,1,1,2,0,0,0,0,0
parker,dean,simms,1,1,1,2,1,0,0,0,0
parker,dean,rak,1,0,1,0,0,0,1,0,0
parker,dean,rak,0,1,0,0,1,0,0,0,0
parker,dean,rak,0,0,1,0,2,0,0,0,0
parker,dean,dom,1,0,0,0,0,1,1,0,0
parker,dean,dom,0,0,0,1,0,1,0,0,0
parker,dean,dom,0,0,0,2,0,1,0,0,0
parker,dean,dom,0,1,1,3,0,1,0,0,0
parker,dean,dom,0,1,0,3,1,1,0,0,0
parker,dean,dom,0,0,0,3,2,1,0,0,0
parker,dean,plant,0,0,0,0,0,1,1,1,0
parker,dean,plant,0,1,1,1,0,1,0,0,0
parker,dean,plant,1,0,0,1,1,1,0,0,0
parker,dean,plant,1,0,0,2,1,1,0,0,0
parker,dean,plant,0,1,0,3,1,1,0,0,0
parker,dean,plant,0,1,1,3,2,1,0,0,0
parker,dean,aryo,0,0,0,0,0,2,1,1,0
parker,dean,aryo,0,0,0,1,0,2,0,0,0
parker,dean,aryo,0,1,0,2,0,2,0,0,0
parker,dean,aryo,1,0,1,2,1,2,0,0,0
parker,dean,aryo,1,0,1,2,2,2,0,0,0
simms,jakin,bowles,0,1,1,0,0,0,0,0,0
simms,jakin,bowles,1,1,0,0,1,0,0,0,0
simms,jakin,bowles,0,0,0,0,2,0,0,0,0
simms,jakin,bowles,1,0,0,1,2,0,0,0,0
simms,jakin,bowles,0,0,0,2,2,0,0,0,0
simms,jakin,bowles,0,0,0,3,2,0,0,0,0
simms,jakin,rak,0,0,0,0,0,0,1,0,0
simms,jakin,rak,0,0,0,1,0,0,0,0,0
simms,jakin,rak,0,1,1,2,0,0,0,0,0
simms,jakin,dom,1,0,0,0,0,1,1,0,0
simms,jakin,dom,0,0,0,1,0,1,0,0,0
simms,jakin,dom,0,0,0,2,0,1,0,0,0
simms,jakin,dom,0,0,0,3,0,1,0,0,0
simms,jakin,parker,0,1,1,0,0,1,1,1,0
simms,jakin,parker,0,0,0,0,0,2,1,0,1
simms,jakin,plant,1,1,0,1,0,2,0,1,0
simms,jakin,plant,1,0,1,1,1,2,0,0,0
simms,jakin,plant,0,0,0,1,2,2,0,0,0
simms,jakin,plant,0,0,0,2,2,2,0,0,0
simms,jakin,plant,1,0,0,3,2,2,0,0,1
simms,jakin,aryo,0,1,1,0,0,2,1,0,1
simms,jakin,aryo,1,0,0,0,1,2,0,0,0
simms,jakin,aryo,0,0,0,1,1,2,0,0,0
simms,jakin,aryo,0,1,0,2,1,2,0,0,0
simms,jakin,aryo,0,0,0,2,2,2,0,0,0
simms,jakin,aryo,0,1,1,3,2,2,0,0,0
parker,dean,bowles,0,0,0,0,0,0,0,0,0
parker,dean,bowles,0,1,1,1,0,0,0,0,0
parker,dean,simms,1,1,0,0,0,1,0,0,0
parker,dean,simms,0,1,1,0,1,1,0,0,0
simms,jakin,rak,0,0,0,0,0,0,0,0,0
simms,jakin,rak,0,0,0,1,0,0,0,0,0
simms,jakin,rak,0,1,1,2,0,0,0,0,0
simms,jakin,dom,0,1,1,0,0,0,1,0,0
parker,eddie,plant,0,1,0,0,0,0,0,0,0
parker,eddie,plant,1,1,1,0,1,0,0,0,0
parker,eddie,plant,1,0,0,0,2,0,0,0,0
parker,eddie,plant,0,1,1,1,2,0,0,0,0
parker,eddie,plant,1,1,0,1,2,0,0,0,0
parker,eddie,aryo,0,1,0,0,0,1,0,0,0
parker,eddie,aryo,1,0,0,0,1,1,0,0,0
parker,eddie,aryo,0,0,0,1,1,1,0,0,0
parker,eddie,aryo,0,1,1,2,1,1,0,0,0
parker,eddie,aryo,0,0,0,2,2,1,0,0,0
parker,eddie,aryo,1,1,0,3,2,1,0,0,0
parker,eddie,bowles,1,0,0,0,0,2,0,0,0
parker,eddie,bowles,0,0,0,1,0,2,0,0,0
parker,eddie,bowles,0,0,0,2,0,2,0,0,0
parker,eddie,bowles,0,0,0,3,0,2,0,0,0
parker,eddie,simms,1,0,0,0,0,2,1,0,0
parker,eddie,simms,0,0,0,1,0,2,0,0,0
parker,eddie,simms,0,1,0,2,0,2,0,0,0
parker,eddie,simms,0,1,1,2,1,2,0,0,0
parker,eddie,simms,0,0,0,2,2,2,0,0,0
parker,eddie,simms,0,0,0,3,2,2,0,0,0
parker,eddie,rak,0,0,0,0,0,2,1,1,0
parker,eddie,rak,0,0,1,1,0,2,0,0,0
parker,eddie,rak,0,1,1,1,1,2,0,0,0
parker,eddie,rak,0,0,0,1,2,2,0,0,0
parker,eddie,rak,1,0,0,2,2,2,0,0,0
parker,eddie,rak,0,1,1,3,2,2,0,0,0
parker,eddie,dom,0,0,0,0,0,2,1,1,1
parker,eddie,plant,0,1,1,0,0,2,1,1,1
parker,eddie,plant,1,0,0,0,1,2,0,0,0
parker,eddie,plant,0,1,1,1,1,2,0,0,0
simms,coop,horn,0,0,0,0,0,0,0,0,0
simms,coop,horn,0,1,1,1,0,0,0,0,0
simms,coop,horn,1,0,0,1,1,0,0,0,0
simms,coop,horn,0,0,0,2,1,0,0,0,0
simms,coop,horn,0,0,0,3,1,0,0,0,0
simms,coop,grier,0,1,0,0,0,0,1,0,0
simms,coop,grier,1,0,0,0,1,0,0,0,0
simms,coop,grier,0,0,0,1,1,0,0,0,0
simms,coop,grier,1,0,0,2,1,0,0,0,0
simms,coop,grier,0,1,1,3,1,0,0,0,0
simms,coop,tyson,0,1,1,0,0,2,0,0,0
simms,coop,tyson,0,1,1,0,1,2,0,0,0
simms,coop,tyson,1,0,0,0,2,2,0,0,0
simms,coop,tyson,0,1,0,1,2,2,0,0,0
parker,eddie,dex,0,0,0,0,0,0,0,0,0
parker,eddie,dex,0,0,0,1,0,0,0,0,0
parker,eddie,dex,0,1,0,2,0,0,0,0,0
parker,eddie,dex,0,1,1,2,1,0,0,0,0
parker,eddie,dex,1,0,0,2,2,0,0,0,0
parker,eddie,dex,0,1,1,3,2,0,0,0,0
parker,eddie,dex,0,0,0,3,2,0,0,0,0
parker,eddie,fast,0,0,0,0,0,0,1,0,0
parker,eddie,fast,1,1,0,1,0,0,0,0,0
parker,eddie,fast,0,0,0,1,1,0,0,0,0
parker,eddie,fast,0,1,1,2,1,0,0,0,0
parker,eddie,fast,0,1,1,2,2,0,0,0,0
parker,eddie,simms,0,1,1,0,0,1,1,0,0
parker,eddie,simms,0,1,1,0,0,2,0,0,0
simms,coop,grier,1,0,0,0,0,0,0,0,0
simms,coop,grier,0,0,1,1,0,0,0,0,0
simms,coop,grier,0,0,0,1,1,0,0,0,0
simms,coop,grier,1,0,0,2,1,0,0,0,0
simms,coop,grier,0,1,0,3,1,0,0,0,0
simms,coop,grier,1,0,1,3,2,0,0,0,0
simms,coop,tyson,0,0,1,0,0,0,1,0,0
simms,coop,tyson,0,0,0,0,1,0,0,0,0
simms,coop,tyson,0,1,1,1,1,0,0,1,0
simms,coop,tyson,1,0,0,1,2,0,0,0,1
simms,coop,tyson,1,1,1,2,2,0,0,0,0
simms,coop,tyson,0,0,0,0,0,0,0,0,0
simms,coop,dex,0,1,1,0,0,1,0,0,0
simms,coop,dex,1,0,0,0,1,1,0,0,0
simms,coop,dex,1,0,0,1,1,1,0,0,0
simms,coop,dex,1,1,1,2,1,1,0,0,0
simms,coop,dex,1,1,1,2,2,1,0,0,0
simms,coop,parker,0,0,0,0,0,2,0,0,0
simms,coop,fast,0,0,0,0,0,2,1,0,0
simms,coop,horn,0,1,1,0,0,2,1,1,0
simms,coop,horn,1,0,0,0,1,2,0,0,0
simms,coop,horn,0,1,0,1,1,2,0,0,0
simms,coop,horn,1,1,1,1,2,2,0,0,0
simms,coop,horn,1,0,0,1,2,2,0,0,0
simms,coop,horn,0,0,0,2,2,2,0,0,0
simms,coop,horn,1,0,0,3,2,2,0,0,0
simms,coop,grier,0,1,1,0,0,2,1,1,1
simms,coop,grier,1,1,1,0,1,2,0,0,0
simms,coop,grier,0,0,1,0,2,2,0,0,0
parker,eddie,tyson,1,0,1,0,0,0,0,0,0
parker,eddie,tyson,1,0,1,0,1,0,0,0,0
parker,eddie,tyson,1,0,1,0,2,0,0,0,0
parker,eddie,dex,0,1,1,0,0,1,0,0,0
parker,eddie,dex,1,1,0,0,1,1,0,0,0
parker,eddie,dex,0,1,1,0,2,1,0,0,0
parker,eddie,fast,0,1,1,0,0,2,0,0,0
parker,eddie,fast,1,1,0,0,1,2,0,0,0
parker,eddie,fast,1,0,1,0,2,2,0,0,0
simms,coop,horn,0,1,1,0,0,0,0,0,0
simms,coop,grier,1,0,0,0,0,0,1,0,0
simms,coop,grier,0,0,0,1,0,0,0,0,0
simms,coop,grier,0,0,0,2,0,0,0,0,0
simms,coop,grier,0,0,0,3,0,0,0,1,0
simms,coop,tyson,0,0,0,1,0,0,1,1,0
simms,coop,tyson,0,0,0,2,0,0,0,0,0
simms,coop,tyson,1,1,0,2,1,0,0,0,0
simms,coop,tyson,0,1,1,2,2,0,0,0,0
simms,coop,dex,0,0,0,0,0,1,0,0,0
parker,eddie,simms,0,0,0,0,0,0,0,0,0
parker,eddie,simms,0,1,1,1,0,0,0,0,0
simms,coop,horn,0,1,1,0,0,0,0,0,0
simms,coop,horn,1,0,0,0,1,0,0,0,0
simms,coop,horn,0,0,0,1,1,0,0,0,0
simms,coop,horn,1,1,0,2,1,0,0,0,0
simms,coop,horn,0,0,0,2,2,0,0,0,0
simms,coop,horn,0,1,0,3,2,0,0,0,0
simms,coop,grier,0,0,0,0,0,0,0,0,0
simms,coop,grier,0,0,0,1,0,0,0,0,0
simms,coop,grier,1,0,0,2,0,0,0,0,0
simms,coop,grier,0,0,0,3,0,0,0,0,0
parker,linder,tyson,0,1,0,0,0,0,0,0,0
parker,linder,tyson,0,1,0,0,1,0,0,0,0
parker,linder,tyson,0,1,1,0,2,0,0,0,0
parker,linder,dex,0,1,1,0,0,1,0,0,0
parker,linder,fast,0,0,0,0,0,2,0,0,0
parker,linder,fast,0,1,0,1,0,2,0,0,0
parker,linder,fast,1,0,0,1,1,2,0,0,0
parker,linder,fast,0,0,1,2,1,2,0,0,0
parker,linder,fast,0,1,0,2,2,2,0,0,0
